1.000000000000000000e+01,-2.201406679640024322e+01
1.059623338411457105e+01,-2.147778562936553470e+01
1.122801619306241250e+01,-2.087589922261357600e+01
1.189746800223069378e+01,-2.019804791259726784e+01
1.260683476316717488e+01,-1.943109935188044091e+01
1.335849633854881269e+01,-1.855795889160415513e+01
1.415497448641031930e+01,-1.755561234516897073e+01
1.499894132041910311e+01,-1.639193050758368386e+01
1.589322827458003751e+01,-1.501979068069762135e+01
1.684083560244586053e+01,-1.336578725542893586e+01
1.784494244270220520e+01,-1.130554146538198346e+01
1.890891748489641344e+01,-8.601222129703064212e+00
2.003633027109270870e+01,-4.699761643083991913e+00
2.123096317136980105e+01,2.277797359608792593e+00
2.249682407333755307e+01,1.097714019498337379e+01
2.383815982824518542e+01,-1.012732768235790726e+00
2.525947049879103545e+01,-5.935564018459878355e+00
2.676552445643468303e+01,-8.907675604086563226e+00
2.836137437886080548e+01,-1.096141850395938810e+01
3.005237420126566761e+01,-1.246112689717475241e+01
3.184419707833545488e+01,-1.357267185555238775e+01
3.374285441717820078e+01,-1.438030632618113813e+01
3.575471604506212486e+01,-1.492641814576038328e+01
3.788653157962244222e+01,-1.522703227229568235e+01
4.014545307323061962e+01,-1.527711335511461499e+01
4.253905900749712288e+01,-1.504982609249459458e+01
4.507537971840606161e+01,-1.448958814430258357e+01
4.776292433738151999e+01,-1.349478830956956799e+01
5.061070933867003419e+01,-1.187608807765824182e+01
5.362828878881344963e+01,-9.238096607809193728e+00
5.682578639969622003e+01,-4.504058191527674282e+00
6.021392949270248351e+01,8.999781989532356974e+00
6.380408498792949956e+01,3.657481744614897723e-01
6.760829753919819041e+01,-6.294653058187829942e+00
7.163932994280028765e+01,-8.877813933602142882e+00
7.591070595554988643e+01,-9.401493121337219705e+00
8.043675566579025826e+01,-7.976351410453869306e+00
8.523266356957135770e+01,-3.134599583189591865e+00
9.031451951328978112e+01,1.317626233360918597e+01
9.569937267369878953e+01,-7.606441611275402082e+00
1.014052887563868381e+02,-1.408085010064029063e+01
1.074514106046204631e+02,-1.822771457696725150e+01
1.138580224218882364e+02,-2.133423252832211148e+01
1.206466178236076843e+02,-2.384032934963057571e+01
1.278399719463022990e+02,-2.595289923870491577e+01
1.354622178561679391e+02,-2.778674176146551744e+01
1.435389275133728404e+02,-2.941242035815281852e+01
1.520971975637201865e+02,-3.087646604564570296e+01
1.611657402454962096e+02,-3.221120024330923570e+01
1.707749797164863139e+02,-3.344000749072827006e+01
1.809571541243321917e+02,-3.458037991777991493e+01
1.917464237626615500e+02,-3.564577564870472770e+01
2.031789856758492760e+02,-3.664680377173618808e+01
2.152931950968969090e+02,-3.759200672986297320e+01
2.281296941258431445e+02,-3.848839179376226838e+01
2.417315480804106187e+02,-3.934180070571488130e+01
2.561443899763341960e+02,-4.015717196437634584e+01
2.714165736220892882e+02,-4.093873021908952126e+01
2.875993358416374122e+02,-4.169012521764355483e+01
3.047469683694338300e+02,-4.241453528262884731e+01
3.229169999943899825e+02,-4.311474551463207661e+01
3.421703895638678432e+02,-4.379320777857498115e+01
3.625717304952145810e+02,-4.445208741795045171e+01
3.841894674809585695e+02,-4.509330019611259388e+01
4.070961261146930497e+02,-4.571854195589862968e+01
4.313685562080223690e+02,-4.632931277968597783e+01
4.570881896148752048e+02,-4.692693692801785232e+01
4.843413134281634029e+02,-4.751257947365338197e+01
5.132193594653400623e+02,-4.808726028903538463e+01
5.438192110140530531e+02,-4.865186585842128864e+01
5.762435278669958052e+02,-4.920715925083130315e+01
6.106010907364218383e+02,-4.975378849185207741e+01
6.470071662038041040e+02,-5.029229350038284707e+01
6.855838934290109137e+02,-5.082311170273846557e+01
7.264606939163735433e+02,-5.134658239542360292e+01
7.697747057123718832e+02,-5.186294989510172826e+01
8.156712434916399843e+02,-5.237236548651141277e+01
8.643042860748355452e+02,-5.287488815396499575e+01
9.158369930139486996e+02,-5.337048405747997037e+01
9.704422519781511483e+02,-5.385902468891239891e+01
1.028303258776620396e+03,-5.434028361498619830e+01
1.089614131964263606e+03,-5.481393168118412262e+01
1.154580564092274244e+03,-5.527953051112403671e+01
1.223420511788439626e+03,-5.573652408791495816e+01
1.296364926982319048e+03,-5.618422814400086907e+01
1.373658531728530306e+03,-5.662181701005876988e+01
1.455560639227565161e+03,-5.704830747602478880e+01
1.542346023798627812e+03,-5.746253909049323028e+01
1.634305842723137630e+03,-5.786315015756368751e+01
1.731748613051641769e+03,-5.824854846691571453e+01
1.835001246651190286e+03,-5.861687549047866241e+01
1.944410146965720742e+03,-5.896596236351223297e+01
2.060342371168927912e+03,-5.929327538800077235e+01
2.183186861608598065e+03,-5.959584797344157181e+01
2.313355750673732928e+03,-5.987019474144591413e+01
2.451285743462244682e+03,-6.011220176938245174e+01
2.597439582887875531e+03,-6.031698431206319810e+01
2.752307602141711868e+03,-6.047869927581946570e+01
2.916409369716634501e+03,-6.059029328253786417e+01
3.090295432513592004e+03,-6.064315665650737941e+01
