0.000000000000000000e+00,-1.731672978887746975e-03,-1.385338383110197873e-04,2.403179015353011614e-20
1.000000000000000000e+00,-1.471092911844661209e-03,-1.180247089512620018e-04,-1.320360369314266813e-07
2.000000000000000000e+00,-1.190346223682816739e-03,-9.631906381527264346e-05,-4.278128393311144359e-07
3.000000000000000000e+00,-8.917947841453946738e-04,-7.318250816939206923e-05,-7.224467827949992241e-07
4.000000000000000000e+00,-5.780201863528519309e-04,-4.835932772290120750e-05,-8.345369529316581180e-07
5.000000000000000000e+00,-2.518036273766617312e-04,-2.158468399160915586e-05,-5.698625977878573125e-07
6.000000000000000000e+00,8.389641336397127801e-05,7.402156459334374478e-06,2.744700228886717857e-07
7.000000000000000000e+00,4.259685309849687608e-04,3.884383781347537575e-05,1.905422911183474321e-06
8.000000000000000000e+00,7.711745998778713482e-04,7.295047935859610923e-05,4.528961207106588676e-06
9.000000000000000000e+00,1.116177619789629439e-03,1.098851113427477480e-04,8.344534056129450543e-06
1.000000000000000000e+01,1.457570979239330728e-03,1.497493190728281011e-04,1.353911972093457895e-05
1.100000000000000000e+01,1.791908896570950337e-03,1.925694398022323851e-04,2.028086788770615544e-05
1.200000000000000000e+01,2.115737785185443486e-03,2.382836584936200326e-04,2.871238939819472825e-05
1.300000000000000000e+01,2.425628277825456203e-03,2.867303436502952464e-04,3.894376312510445918e-05
1.400000000000000000e+01,2.718207635325758844e-03,3.376379530253567716e-04,5.104535090036738722e-05
1.500000000000000000e+01,2.990192258098903818e-03,3.906168211921736029e-04,6.504053369209115846e-05
1.600000000000000000e+01,3.238420013885385130e-03,4.451531168545260538e-04,8.089850489702374997e-05
1.700000000000000000e+01,3.459882093026354910e-03,5.006052276615315490e-04,9.852727888161657156e-05
1.800000000000000000e+01,3.651754102760396224e-03,5.562027945505296439e-04,1.177670939171702232e-04
1.900000000000000000e+01,3.811426114826144389e-03,6.110485767521936333e-04,1.383844075283328250e-04
2.000000000000000000e+01,3.936531385971042511e-03,6.641232831348343416e-04,1.600666981147529588e-04
2.100000000000000000e+01,4.024973478801277538e-03,7.142934562060595420e-04,1.824182986357841796e-04
2.200000000000000000e+01,4.074951520715026920e-03,7.603224425756339262e-04,2.049574953362807506e-04
2.300000000000000000e+01,4.084983351374356191e-03,8.008844288275273867e-04,2.271151261799639483e-04
2.400000000000000000e+01,4.053926324202559127e-03,8.345814654215360931e-04,2.482349091890449148e-04
2.500000000000000000e+01,3.980995544634205983e-03,8.599633443578301667e-04,2.675757197352561338e-04
2.600000000000000000e+01,3.865779347165543452e-03,8.755501398319216538e-04,2.843160176090476360e-04
2.700000000000000000e+01,3.708251834504192827e-03,8.798571659370266543e-04,2.975605992022755698e-04
2.800000000000000000e+01,3.508782325132725217e-03,8.714220525879333087e-04,3.063498173543598982e-04
2.900000000000000000e+01,3.268141580196829397e-03,8.488335911804119251e-04,3.096713715114738437e-04
3.000000000000000000e+01,2.987504706606478825e-03,8.107619559653943134e-04,3.064747242186693487e-04
3.100000000000000000e+01,2.668450660385314737e-03,7.559898665623763147e-04,2.956881472008886908e-04
3.200000000000000000e+01,2.312958302394441026e-03,6.834442222541770419e-04,2.762383421912440839e-04
3.300000000000000000e+01,1.923398987358001773e-03,5.922277104118221086e-04,2.470725192312058643e-04
3.400000000000000000e+01,1.502525696386159456e-03,4.816498702214184807e-04,2.071827495768979027e-04
3.500000000000000000e+01,1.053458752678322619e-03,3.512570793518359760e-04,1.556323429401781032e-04
3.600000000000000000e+01,5.796681895433114734e-04,2.008609257296689718e-04,9.158393105105243814e-05
3.700000000000000000e+01,8.495286903935273697e-05,3.056442947418997673e-05,1.432887303472070767e-05
3.800000000000000000e+01,-4.265835218373616438e-04,-1.592144085376659066e-04,-7.668246548902893660e-05
3.900000000000000000e+01,-9.505594426525384479e-04,-3.677222350162181433e-04,-1.818100666597896630e-04
4.000000000000000000e+01,-1.482345257161454388e-03,-5.938536245824931276e-04,-3.011938077501571270e-04
4.100000000000000000e+01,-2.017095569981147349e-03,-8.361384504119538782e-04,-4.347238061777276342e-04
4.200000000000000000e+01,-2.549783911205757893e-03,-1.092733738916680910e-03,-5.820122019309071325e-04
4.300000000000000000e+01,-3.075239515566895610e-03,-1.361420350151773366e-03,-7.423670415163678878e-04
4.400000000000000000e+01,-3.588185922370761612e-03,-1.639604766803253941e-03,-9.147689396856144165e-04
4.500000000000000000e+01,-4.083281104188837482e-03,-1.924326209719011112e-03,-1.097851194113870542e-03
4.600000000000000000e+01,-4.555158816311511566e-03,-2.212269227817790888e-03,-1.289884013077707359e-03
4.700000000000000000e+01,-4.998470845448385429e-03,-2.499781835786898856e-03,-1.488763486472317443e-03
4.800000000000000000e+01,-5.407929825208113335e-03,-2.782899195272929040e-03,-1.692005885986008632e-03
